Size,Algorithm,Type,ThreadCount,ArrayType,Sample,TimeMs,SpeedUp,Efficiency
100000,InsertSort,Parallel,2,Sorted,4,1.4093,0.04796707585326048,0.02398353792663024
100000,SelectionSort,Parallel,4,Sorted,4,122.3204,13.863340056114923,3.465835014028731
100000,MergeSort,Parallel,4,Sorted,4,1.2556,1.769513380057343,0.44237834501433576
100000,BubbleSort,Parallel,4,Sorted,4,5662.997699,6.056862782419435E-6,1.5142156956048587E-6
100000,InsertSort,Parallel,4,Sorted,4,1.2739,0.05306538974801789,0.013266347437004472
100000,SelectionSort,Parallel,8,Sorted,4,59.853801,28.33185650147766,3.5414820626847074
100000,MergeSort,Parallel,8,Sorted,4,1.9466,1.1413752183293948,0.14267190229117435
100000,BubbleSort,Parallel,8,Sorted,4,6924.686699,4.95329268903289E-6,6.191615861291112E-7
100000,InsertSort,Parallel,8,Sorted,4,1.315799,0.05137562804045299,0.0064219535050566235
100000,SelectionSort,Parallel,16,Sorted,4,18.8791,89.82257104417053,5.613910690260658
100000,MergeSort,Parallel,16,Sorted,4,1.3148,1.6898395193185276,0.10561496995740798
100000,BubbleSort,Parallel,16,Sorted,4,6702.7488,5.117303515835174E-6,3.1983146973969837E-7
100000,InsertSort,Parallel,16,Sorted,4,1.6659,0.04057866618644576,0.00253616663665286
100000,SelectionSort,Serial,1,Sorted,5,1646.6476,0.0,0.0
100000,MergeSort,Serial,1,Sorted,5,2.3218,0.0,0.0
100000,BubbleSort,Serial,1,Sorted,5,0.0346,0.0,0.0
100000,InsertSort,Serial,1,Sorted,5,0.0679,0.0,0.0
100000,SelectionSort,Parallel,2,Sorted,5,421.973999,3.902248962974612,1.951124481487306
100000,MergeSort,Parallel,2,Sorted,5,1.798,1.2913236929922136,0.6456618464961068
100000,BubbleSort,Parallel,2,Sorted,5,5249.6916,6.590863356620796E-6,3.295431678310398E-6
100000,InsertSort,Parallel,2,Sorted,5,1.5483,0.04385455015177937,0.021927275075889686
100000,SelectionSort,Parallel,4,Sorted,5,122.3003,13.463970243736116,3.365992560934029
100000,MergeSort,Parallel,4,Sorted,5,1.1699,1.9846140695785965,0.49615351739464914
100000,BubbleSort,Parallel,4,Sorted,5,5489.9654,6.302407661804207E-6,1.5756019154510517E-6
100000,InsertSort,Parallel,4,Sorted,5,1.3366,0.05080053868023343,0.012700134670058358
100000,SelectionSort,Parallel,8,Sorted,5,46.9543,35.06915447573491,4.383644309466864
100000,MergeSort,Parallel,8,Sorted,5,1.508101,1.5395520591790604,0.19244400739738254
100000,BubbleSort,Parallel,8,Sorted,5,6618.3646,5.227877593809202E-6,6.534846992261502E-7
100000,InsertSort,Parallel,8,Sorted,5,1.3141,0.05167034472262385,0.006458793090327981
100000,SelectionSort,Parallel,16,Sorted,5,17.427301,94.48666778636577,5.905416736647861
100000,MergeSort,Parallel,16,Sorted,5,1.418801,1.6364521874455968,0.1022782617153498
100000,BubbleSort,Parallel,16,Sorted,5,6785.0835,5.099421399898763E-6,3.187138374936727E-7
100000,InsertSort,Parallel,16,Sorted,5,1.7199,0.03947903947903948,0.0024674399674399676
100000,SelectionSort,Serial,1,Reverse,1,2846.661301,0.0,0.0
100000,MergeSort,Serial,1,Reverse,1,2.7251,0.0,0.0
100000,BubbleSort,Serial,1,Reverse,1,5480.270799,0.0,0.0
100000,InsertSort,Serial,1,Reverse,1,1044.147401,0.0,0.0
100000,SelectionSort,Parallel,2,Reverse,1,779.0654,3.653943944885757,1.8269719724428786
100000,MergeSort,Parallel,2,Reverse,1,1.7543,1.5533831157726727,0.7766915578863364
100000,BubbleSort,Parallel,2,Reverse,1,43164.571199,0.12696224349674445,0.06348112174837223
100000,InsertSort,Parallel,2,Reverse,1,2.7531,379.26243180414804,189.63121590207402
100000,SelectionSort,Parallel,4,Reverse,1,218.0703,13.053869788779123,3.2634674471947807
100000,MergeSort,Parallel,4,Reverse,1,1.4525,1.876144578313253,0.4690361445783133
100000,BubbleSort,Parallel,4,Reverse,1,42947.1221,0.12760507645284105,0.031901269113210264
100000,InsertSort,Parallel,4,Reverse,1,2.408,433.61603031561464,108.40400757890366
100000,SelectionSort,Parallel,8,Reverse,1,65.642101,43.3663953108387,5.420799413854837
100000,MergeSort,Parallel,8,Reverse,1,2.0336,1.340037372147915,0.16750467151848938
100000,BubbleSort,Parallel,8,Reverse,1,43838.8211,0.1250095386118857,0.015626192326485714
100000,InsertSort,Parallel,8,Reverse,1,2.137299,488.53595168481337,61.06699396060167
100000,SelectionSort,Parallel,16,Reverse,1,25.3106,112.46913550054127,7.029320968783829
100000,MergeSort,Parallel,16,Reverse,1,1.5855,1.7187637969094922,0.10742273730684326
100000,BubbleSort,Parallel,16,Reverse,1,43991.845899,0.1245746953101728,0.0077859184568858
100000,InsertSort,Parallel,16,Reverse,1,2.2914,455.6809814960286,28.480061343501788
100000,SelectionSort,Serial,1,Reverse,2,2804.8471,0.0,0.0
100000,MergeSort,Serial,1,Reverse,2,2.7186,0.0,0.0
100000,BubbleSort,Serial,1,Reverse,2,5586.8812,0.0,0.0
100000,InsertSort,Serial,1,Reverse,2,1013.4571,0.0,0.0
100000,SelectionSort,Parallel,2,Reverse,2,788.345399,3.557891126856186,1.778945563428093
100000,MergeSort,Parallel,2,Reverse,2,2.137,1.2721572297613477,0.6360786148806739
100000,BubbleSort,Parallel,2,Reverse,2,42774.630301,0.13061202775303443,0.06530601387651722
100000,InsertSort,Parallel,2,Reverse,2,2.846201,356.0736223478243,178.03681117391216
100000,SelectionSort,Parallel,4,Reverse,2,189.8831,14.77144148162738,3.692860370406845
100000,MergeSort,Parallel,4,Reverse,2,1.7881,1.5203847659526872,0.3800961914881718
100000,BubbleSort,Parallel,4,Reverse,2,42827.4464,0.13045095305985835,0.03261273826496459
100000,InsertSort,Parallel,4,Reverse,2,2.1483,471.74840571614766,117.93710142903691
100000,SelectionSort,Parallel,8,Reverse,2,67.364901,41.636624686793496,5.204578085849187
100000,MergeSort,Parallel,8,Reverse,2,1.8892,1.4390218081727715,0.17987772602159643
100000,BubbleSort,Parallel,8,Reverse,2,44155.3448,0.12652785807257472,0.01581598225907184
100000,InsertSort,Parallel,8,Reverse,2,2.2454,451.3481339627683,56.41851674534604
100000,SelectionSort,Parallel,16,Reverse,2,29.1269,96.29748102269723,6.018592563918577
100000,MergeSort,Parallel,16,Reverse,2,2.135301,1.2731694501149955,0.07957309063218722
100000,BubbleSort,Parallel,16,Reverse,2,43863.2481,0.1273704397645828,0.007960652485286424
100000,InsertSort,Parallel,16,Reverse,2,2.112,479.8565814393939,29.99103633996212
100000,SelectionSort,Serial,1,Reverse,3,2888.5543,0.0,0.0
100000,MergeSort,Serial,1,Reverse,3,2.7807,0.0,0.0
100000,BubbleSort,Serial,1,Reverse,3,5648.0211,0.0,0.0
100000,InsertSort,Serial,1,Reverse,3,1014.8911,0.0,0.0
100000,SelectionSort,Parallel,2,Reverse,3,778.3235,3.7112515554265033,1.8556257777132517
100000,MergeSort,Parallel,2,Reverse,3,1.536899,1.809292608037353,0.9046463040186765
100000,BubbleSort,Parallel,2,Reverse,3,42516.856201,0.13284192681836052,0.06642096340918026
100000,InsertSort,Parallel,2,Reverse,3,3.308,306.7990024183797,153.39950120918985
100000,SelectionSort,Parallel,4,Reverse,3,196.7534,14.68108962793019,3.6702724069825474
100000,MergeSort,Parallel,4,Reverse,3,1.380099,2.014855456021633,0.5037138640054083
100000,BubbleSort,Parallel,4,Reverse,3,43085.2609,0.13108940231576965,0.032772350578942414
100000,InsertSort,Parallel,4,Reverse,3,2.4013,422.6423603881231,105.66059009703078
100000,SelectionSort,Parallel,8,Reverse,3,70.931901,40.72292239848471,5.090365299810589
100000,MergeSort,Parallel,8,Reverse,3,1.8098,1.536468118024091,0.19205851475301136
100000,BubbleSort,Parallel,8,Reverse,3,43921.7664,0.1285927585098217,0.01607409481372771
100000,InsertSort,Parallel,8,Reverse,3,2.102401,482.7295553988036,60.34119442485045
100000,SelectionSort,Parallel,16,Reverse,3,29.607701,97.56091160201868,6.097556975126167
100000,MergeSort,Parallel,16,Reverse,3,1.844,1.5079718004338394,0.09424823752711496
100000,BubbleSort,Parallel,16,Reverse,3,43907.0831,0.12863576218753642,0.008039735136721026
100000,InsertSort,Parallel,16,Reverse,3,2.380599,426.31753604870033,26.64484600304377
100000,SelectionSort,Serial,1,Reverse,4,2794.953501,0.0,0.0
100000,MergeSort,Serial,1,Reverse,4,3.0045,0.0,0.0
100000,BubbleSort,Serial,1,Reverse,4,5755.57,0.0,0.0
100000,InsertSort,Serial,1,Reverse,4,1079.5923,0.0,0.0
100000,SelectionSort,Parallel,2,Reverse,4,781.6379,3.5757650710130613,1.7878825355065306
100000,MergeSort,Parallel,2,Reverse,4,1.980901,1.5167340518279309,0.7583670259139654
100000,BubbleSort,Parallel,2,Reverse,4,42441.164301,0.13561291483854007,0.06780645741927004
100000,InsertSort,Parallel,2,Reverse,4,2.732399,395.1078521109106,197.5539260554553
100000,SelectionSort,Parallel,4,Reverse,4,210.4132,13.283166174935793,3.3207915437339484
100000,MergeSort,Parallel,4,Reverse,4,1.4084,2.13327179778472,0.53331794944618
100000,BubbleSort,Parallel,4,Reverse,4,42436.939199,0.13562641671705733,0.03390660417926433
100000,InsertSort,Parallel,4,Reverse,4,2.859,377.61185729275974,94.40296432318993
100000,SelectionSort,Parallel,8,Reverse,4,72.08,38.77571449778024,4.84696431222253
100000,MergeSort,Parallel,8,Reverse,4,2.3735,1.2658521171266064,0.1582315146408258
100000,BubbleSort,Parallel,8,Reverse,4,43850.768001,0.13125357348060007,0.01640669668507501
100000,InsertSort,Parallel,8,Reverse,4,2.272999,474.9638253250441,59.370478165630516
100000,SelectionSort,Parallel,16,Reverse,4,25.072301,111.47574771856799,6.967234232410499
100000,MergeSort,Parallel,16,Reverse,4,1.9454,1.5444124601624345,0.09652577876015216
100000,BubbleSort,Parallel,16,Reverse,4,43942.009499,0.13098103763622782,0.008186314852264238
100000,InsertSort,Parallel,16,Reverse,4,2.357401,457.95870112891276,28.622418820557048
100000,SelectionSort,Serial,1,Reverse,5,2797.393799,0.0,0.0
100000,MergeSort,Serial,1,Reverse,5,2.7638,0.0,0.0
100000,BubbleSort,Serial,1,Reverse,5,5683.533799,0.0,0.0
100000,InsertSort,Serial,1,Reverse,5,1011.9042,0.0,0.0
100000,SelectionSort,Parallel,2,Reverse,5,759.2882,3.6842318884976746,1.8421159442488373
100000,MergeSort,Parallel,2,Reverse,5,2.3056,1.1987335183900067,0.5993667591950034
100000,BubbleSort,Parallel,2,Reverse,5,42344.048999,0.13422272865625634,0.06711136432812817
100000,InsertSort,Parallel,2,Reverse,5,2.8392,356.40469146238377,178.20234573119188
100000,SelectionSort,Parallel,4,Reverse,5,215.694699,12.96922832118373,3.2423070802959324
100000,MergeSort,Parallel,4,Reverse,5,1.623499,1.7023724683538455,0.42559311708846137
100000,BubbleSort,Parallel,4,Reverse,5,42718.2224,0.1330470576650212,0.0332617644162553
100000,InsertSort,Parallel,4,Reverse,5,2.5666,394.2586300942881,98.56465752357202
100000,SelectionSort,Parallel,8,Reverse,5,65.749099,42.5464963253717,5.318312040671462
100000,MergeSort,Parallel,8,Reverse,5,1.7948,1.5398930242924003,0.19248662803655003
100000,BubbleSort,Parallel,8,Reverse,5,43636.140899,0.13024831439964135,0.01628103929995517
100000,InsertSort,Parallel,8,Reverse,5,2.1444,471.88220481253495,58.98527560156687
100000,SelectionSort,Parallel,16,Reverse,5,26.3443,106.18592253352718,6.6366201583454485
100000,MergeSort,Parallel,16,Reverse,5,1.6867,1.6385842177032073,0.10241151360645045
100000,BubbleSort,Parallel,16,Reverse,5,44172.3817,0.12866713498946333,0.008041695936841458
100000,InsertSort,Parallel,16,Reverse,5,3.6173,279.74019296160117,17.483762060100073
100000,SelectionSort,Serial,1,PartiallySorted,1,1651.8434,0.0,0.0
100000,MergeSort,Serial,1,PartiallySorted,1,4.471101,0.0,0.0
100000,BubbleSort,Serial,1,PartiallySorted,1,6099.7129,0.0,0.0
100000,InsertSort,Serial,1,PartiallySorted,1,247.322,0.0,0.0
100000,SelectionSort,Parallel,2,PartiallySorted,1,441.302201,3.743111627943138,1.871555813971569
100000,MergeSort,Parallel,2,PartiallySorted,1,3.8795,1.1524941358422476,0.5762470679211238
100000,BubbleSort,Parallel,2,PartiallySorted,1,20870.6965,0.29226206705655466,0.14613103352827733
100000,InsertSort,Parallel,2,PartiallySorted,1,2.5376,97.46295712484238,48.73147856242119
100000,SelectionSort,Parallel,4,PartiallySorted,1,119.3483,13.840527263480084,3.460131815870021
100000,MergeSort,Parallel,4,PartiallySorted,1,3.360499,1.3304872282360447,0.3326218070590112
100000,BubbleSort,Parallel,4,PartiallySorted,1,20963.747401,0.2909648157518362,0.07274120393795905
100000,InsertSort,Parallel,4,PartiallySorted,1,2.0436,121.02270503033861,30.255676257584653
100000,SelectionSort,Parallel,8,PartiallySorted,1,51.348999,32.16895036259616,4.02111879532452
100000,MergeSort,Parallel,8,PartiallySorted,1,2.896901,1.543408283541619,0.19292603544270237
100000,BubbleSort,Parallel,8,PartiallySorted,1,22311.3504,0.27339057433296376,0.03417382179162047
100000,InsertSort,Parallel,8,PartiallySorted,1,2.1299,116.11906662284613,14.514883327855767
100000,SelectionSort,Parallel,16,PartiallySorted,1,17.7747,92.93228015100114,5.808267509437571
100000,MergeSort,Parallel,16,PartiallySorted,1,2.2943,1.9487865579915444,0.12179915987447153
100000,BubbleSort,Parallel,16,PartiallySorted,1,22526.189,0.2707831715342529,0.016923948220890807
100000,InsertSort,Parallel,16,PartiallySorted,1,2.7705,89.26980689406244,5.579362930878903
100000,SelectionSort,Serial,1,PartiallySorted,2,1641.0113,0.0,0.0
100000,MergeSort,Serial,1,PartiallySorted,2,5.361,0.0,0.0
100000,BubbleSort,Serial,1,PartiallySorted,2,6084.5664,0.0,0.0
100000,InsertSort,Serial,1,PartiallySorted,2,265.0623,0.0,0.0
100000,SelectionSort,Parallel,2,PartiallySorted,2,448.2976,3.660540007352259,1.8302700036761295
100000,MergeSort,Parallel,2,PartiallySorted,2,3.2659,1.6415077007869194,0.8207538503934597
100000,BubbleSort,Parallel,2,PartiallySorted,2,20514.2706,0.2966016447106825,0.14830082235534126
100000,InsertSort,Parallel,2,PartiallySorted,2,2.766,95.82874186550976,47.91437093275488
100000,SelectionSort,Parallel,4,PartiallySorted,2,123.4322,13.29483959615076,3.32370989903769
100000,MergeSort,Parallel,4,PartiallySorted,2,2.9234,1.8338236300198398,0.45845590750495996
100000,BubbleSort,Parallel,4,PartiallySorted,2,20875.6352,0.2914673657451151,0.07286684143627878
100000,InsertSort,Parallel,4,PartiallySorted,2,2.0094,131.91116751269035,32.97779187817259
100000,SelectionSort,Parallel,8,PartiallySorted,2,51.2366,32.028106861111,4.003513357638875
100000,MergeSort,Parallel,8,PartiallySorted,2,2.6686,2.008918534062804,0.2511148167578505
100000,BubbleSort,Parallel,8,PartiallySorted,2,20640.1775,0.2947923485638628,0.03684904357048285
100000,InsertSort,Parallel,8,PartiallySorted,2,2.0854,127.10381701352259,15.887977126690323
100000,SelectionSort,Parallel,16,PartiallySorted,2,23.3273,70.34724550205124,4.396702843878202
100000,MergeSort,Parallel,16,PartiallySorted,2,2.5385,2.1118770927713215,0.1319923182982076
100000,BubbleSort,Parallel,16,PartiallySorted,2,22175.9448,0.2743768734489274,0.017148554590557964
100000,InsertSort,Parallel,16,PartiallySorted,2,2.5387,104.40867373064954,6.525542108165596
100000,SelectionSort,Serial,1,PartiallySorted,3,1610.1351,0.0,0.0
100000,MergeSort,Serial,1,PartiallySorted,3,4.0738,0.0,0.0
100000,BubbleSort,Serial,1,PartiallySorted,3,6083.198,0.0,0.0
100000,InsertSort,Serial,1,PartiallySorted,3,246.688,0.0,0.0
100000,SelectionSort,Parallel,2,PartiallySorted,3,428.5135,3.7574897873695927,1.8787448936847964
100000,MergeSort,Parallel,2,PartiallySorted,3,3.5869,1.1357439571775072,0.5678719785887536
100000,BubbleSort,Parallel,2,PartiallySorted,3,20619.3283,0.29502406244727186,0.14751203122363593
100000,InsertSort,Parallel,2,PartiallySorted,3,2.3917,103.1433708241,51.57168541205
100000,SelectionSort,Parallel,4,PartiallySorted,3,141.3307,11.392677599417535,2.8481693998543838
100000,MergeSort,Parallel,4,PartiallySorted,3,3.4176,1.192006086142322,0.2980015215355805
100000,BubbleSort,Parallel,4,PartiallySorted,3,20823.5816,0.2921302452600181,0.07303256131500452
100000,InsertSort,Parallel,4,PartiallySorted,3,2.0723,119.04067943830528,29.76016985957632
100000,SelectionSort,Parallel,8,PartiallySorted,3,53.3985,30.153189696339783,3.769148712042473
100000,MergeSort,Parallel,8,PartiallySorted,3,2.824,1.4425637393767707,0.18032046742209634
100000,BubbleSort,Parallel,8,PartiallySorted,3,21019.954,0.289401109060467,0.036175138632558376
100000,InsertSort,Parallel,8,PartiallySorted,3,2.279,108.24396665204037,13.530495831505046
100000,SelectionSort,Parallel,16,PartiallySorted,3,22.012,73.14806014900962,4.5717537593131015
100000,MergeSort,Parallel,16,PartiallySorted,3,2.3779,1.7131923125446824,0.10707451953404265
100000,BubbleSort,Parallel,16,PartiallySorted,3,22248.9794,0.2734146987434399,0.017088418671464992
100000,InsertSort,Parallel,16,PartiallySorted,3,2.6256,93.95490554539914,5.872181596587446
100000,SelectionSort,Serial,1,PartiallySorted,4,1633.9781,0.0,0.0
100000,MergeSort,Serial,1,PartiallySorted,4,4.5057,0.0,0.0
100000,BubbleSort,Serial,1,PartiallySorted,4,6161.8134,0.0,0.0
100000,InsertSort,Serial,1,PartiallySorted,4,248.2031,0.0,0.0
100000,SelectionSort,Parallel,2,PartiallySorted,4,434.3388,3.761989718625184,1.880994859312592
100000,MergeSort,Parallel,2,PartiallySorted,4,3.475,1.2966043165467627,0.6483021582733813
100000,BubbleSort,Parallel,2,PartiallySorted,4,21018.5638,0.29316053459370994,0.14658026729685497
100000,InsertSort,Parallel,2,PartiallySorted,4,3.1948,77.6897145361212,38.8448572680606
100000,SelectionSort,Parallel,4,PartiallySorted,4,132.9098,12.293887282954305,3.0734718207385763
100000,MergeSort,Parallel,4,PartiallySorted,4,3.5905,1.254894861439911,0.31372371535997773
100000,BubbleSort,Parallel,4,PartiallySorted,4,20969.3115,0.29384910420163296,0.07346227605040824
100000,InsertSort,Parallel,4,PartiallySorted,4,2.0541,120.83301689304318,30.208254223260795
100000,SelectionSort,Parallel,8,PartiallySorted,4,49.9088,32.739278443881645,4.092409805485206
100000,MergeSort,Parallel,8,PartiallySorted,4,2.7793,1.6211636023459144,0.2026454502932393
100000,BubbleSort,Parallel,8,PartiallySorted,4,22320.3247,0.2760628925796944,0.0345078615724618
100000,InsertSort,Parallel,8,PartiallySorted,4,2.067,120.07890662796322,15.009863328495403
100000,SelectionSort,Parallel,16,PartiallySorted,4,19.7177,82.86859522155221,5.179287201347013
100000,MergeSort,Parallel,16,PartiallySorted,4,2.6832,1.6792262969588552,0.10495164355992845
100000,BubbleSort,Parallel,16,PartiallySorted,4,23193.6366,0.26566827385749414,0.016604267116093384
100000,InsertSort,Parallel,16,PartiallySorted,4,2.2698,109.35020706670191,6.8343879416688695
100000,SelectionSort,Serial,1,PartiallySorted,5,1796.4351,0.0,0.0
100000,MergeSort,Serial,1,PartiallySorted,5,4.0175,0.0,0.0
100000,BubbleSort,Serial,1,PartiallySorted,5,6304.1313,0.0,0.0
100000,InsertSort,Serial,1,PartiallySorted,5,275.1923,0.0,0.0
100000,SelectionSort,Parallel,2,PartiallySorted,5,518.3085,3.4659572436107067,1.7329786218053533
100000,MergeSort,Parallel,2,PartiallySorted,5,3.4473,1.1654048095611058,0.5827024047805529
100000,BubbleSort,Parallel,2,PartiallySorted,5,21002.1052,0.30016663758069356,0.15008331879034678
100000,InsertSort,Parallel,2,PartiallySorted,5,2.6462,103.99527624518177,51.997638122590885
100000,SelectionSort,Parallel,4,PartiallySorted,5,126.2374,14.23060915386407,3.5576522884660173
100000,MergeSort,Parallel,4,PartiallySorted,5,3.1655,1.2691517927657558,0.31728794819143896
100000,BubbleSort,Parallel,4,PartiallySorted,5,20920.5281,0.30133710152374216,0.07533427538093554
100000,InsertSort,Parallel,4,PartiallySorted,5,2.605,105.64003838771593,26.410009596928983
100000,SelectionSort,Parallel,8,PartiallySorted,5,51.4983,34.88338644188254,4.360423305235318
100000,MergeSort,Parallel,8,PartiallySorted,5,2.5179,1.5955756781444854,0.19944695976806068
100000,BubbleSort,Parallel,8,PartiallySorted,5,22297.3219,0.28273042512787155,0.035341303140983944
100000,InsertSort,Parallel,8,PartiallySorted,5,2.4516,112.25008157937673,14.03126019742209
100000,SelectionSort,Parallel,16,PartiallySorted,5,24.2227,74.16328898099717,4.635205561312323
100000,MergeSort,Parallel,16,PartiallySorted,5,3.1732,1.2660721038699105,0.07912950649186941
100000,BubbleSort,Parallel,16,PartiallySorted,5,22331.9711,0.2822917543539182,0.017643234647119886
100000,InsertSort,Parallel,16,PartiallySorted,5,2.8385,96.94990311784393,6.059368944865246
